"","id","Cwood","Cveg","ratio"
"1",1,0.438415276039467,1.78472570189657,0.245648547322189
"2",2,3.07089631254707,0.170679435432993,17.9921869600551
"3",3,0.133225663874707,0.224178204015759,0.594284642700326
"4",4,0.91135885913124,1.86023463293625,0.489916079937037
"5",5,NA,0.266806030643833,NA
"6",6,2.13952140538524,1.79740242346413,1.19034078148273
"7",7,NA,0.22517086137528,NA
"8",8,-0.143112653721736,0.509620958394802,-0.280821758533068
"9",9,0.884044631526821,0.648495129873894,1.36322478119262
"10",10,NA,0.260858663189931,NA
"11",11,NA,0.219946511369887,NA
"12",12,-0.44760541930978,0.400144123059293,-1.11861050435434
"13",13,0.763995776727595,-0.0210315670002201,-36.3261461554244
"14",14,NA,2.6859731149022,NA
"15",15,-0.00334494079498548,0.593775755516257,-0.00563334013541397
"16",16,NA,1.68898595931279,NA
"17",17,-1.02018571667736,0.135115025471521,-7.55049790441247
"18",18,0.759764737458074,0.646450673703968,1.17528648103165
"19",19,1.56760702976069,1.88979085224804,0.829513502986805
"20",20,NA,2.91551981338883,NA
"21",21,0.33664768955746,1.15218881818409,0.292181007352628
"22",22,1.8499332571181,0.850148138489242,2.17601283042921
"23",23,0.745164485560973,0.301536844041531,2.47122200913644
"24",24,0.870943386704972,1.81563534561855,0.479690698248803
"25",25,NA,1.7587179339113,NA
"26",26,0.604428119542365,0.931127072877685,0.649136017143563
"27",27,0.6653636487099,1.12027227918657,0.593930298081659
"28",28,1.67677410694119,2.96686444197844,0.565167077813316
"29",29,NA,2.04291375064089,NA
"30",30,2.63434292842563,0.276812165859593,9.5167165801587
"31",31,2.27850469116344,1.29471219075302,1.75985420345678
"32",32,NA,1.2616243376203,NA
"33",33,NA,0.557921289324111,NA
"34",34,NA,0.728896072000355,NA
"35",35,1.99974966068684,0.120673155307405,16.5716198900463
"36",36,NA,0.338140390074686,NA
"37",37,0.231223724101756,0.907702155006289,0.254735237573777
"38",38,2.32414989135502,0.882535480561259,2.63349173211365
"39",39,0.2969934988025,0.47277052035434,0.628198007312097
"40",40,0.42549334954689,2.46802208722722,0.17240256955112
"41",41,NA,0.289871311847402,NA
"42",42,NA,1.14525329820654,NA
"43",43,-0.463677681216205,1.5217640870551,-0.304697479169395
"44",44,0.453177791547446,-0.0149051896934153,-30.4040271119561
"45",45,NA,0.247147938929875,NA
"46",46,NA,0.601577267189617,NA
"47",47,1.02979593811304,1.87443363461562,0.549390450051447
"48",48,0.70931844406639,0.319331931444614,2.22125748858728
"49",49,NA,0.0793065813749316,NA
"50",50,0.245863893831874,0.470536837296948,0.522517844180421
"51",51,NA,0.280179232120545,NA
"52",52,0.359573099216326,0.155967557321676,2.30543521608615
"53",53,NA,0.828248873856929,NA
"54",54,NA,2.18299531110644,NA
"55",55,NA,0.80731161950244,NA
"56",56,1.98242396236068,0.682643094890592,2.90404162467711
"57",57,NA,1.23517069997983,NA
"58",58,0.604410545621296,0.0314873609019089,19.1953383296932
"59",59,NA,0.00599934968008511,NA
"60",60,-0.234333392798786,0.168584217836878,-1.39000788926474
"61",61,0.940399105991076,3.00193404223811,0.31326441312813
"62",62,NA,0.56660033368287,NA
"63",63,2.72140337873417,2.62832968090319,1.03541172879005
"64",64,0.300320194715523,0.285062079143291,1.05352558859491
"65",65,0.302454343503182,0.33816398383764,0.894401408662125
"66",66,0.847270368635578,0.443478427630389,1.91051089714272
"67",67,NA,0.30004228684012,NA
"68",68,NA,1.74687492792964,NA
"69",69,NA,1.35603920698378,NA
"70",70,2.11968408778876,0.346717204478979,6.11358207901471
"71",71,NA,0.312008497194916,NA
"72",72,NA,0.471445786515088,NA
"73",73,NA,0.221587200939734,NA
"74",74,0.467144488984973,0.480438652645053,0.972329113016013
"75",75,0.769553510416642,0.221426511746857,3.47543527803223
"76",76,NA,2.15031666732244,NA
"77",77,NA,0.497780147423335,NA
"78",78,2.09921178901115,2.86316020930514,0.733179995373228
"79",79,0.618221783814795,0.914656838687144,0.675905714215357
"80",80,NA,1.70390101287606,NA
"81",81,2.20729544332099,1.02343983995447,2.15674176160582
"82",82,0.518859070640414,2.62248045930388,0.197850500200921
"83",83,0.758836142867279,2.31255177827431,0.328138011869098
"84",84,0.835478808329126,0.930244772934942,0.898127925721285
"85",85,NA,0.54590793388887,NA
"86",86,NA,1.86112303158988,NA
"87",87,NA,0.550848573689679,NA
"88",88,2.02197776878505,0.585324706999296,3.45445484293812
"89",89,0.40297730404418,1.08479071141406,0.37147930914608
"90",90,NA,0.454542501644089,NA
"91",91,0.570613925402575,3.10294336227544,0.183894405660094
"92",92,NA,1.07609364413498,NA
"93",93,NA,2.35321891237741,NA
"94",94,NA,2.90288032701955,NA
"95",95,-1.24215071466723,0.437853139816579,-2.83691174439809
"96",96,NA,0.175345981752802,NA
"97",97,-0.597799099502869,3.34503973801627,-0.178712106977057
"98",98,0.357497091013305,0.610307599396136,0.585765426101571
"99",99,NA,0.239149952876791,NA
"100",100,3.6195275750963,0.850118860132207,4.2576723618782
"101",101,0.139292303993642,0.59798549838031,0.232935922979614
"102",102,0.570793068086243,1.07938671289381,0.528812390654651
"103",103,NA,0.332852025433639,NA
"104",104,0.343551778453308,0.794052240128079,0.432656393486019
"105",105,NA,0.978663119840427,NA
"106",106,0.430314184934141,0.382877371084996,1.1238955797119
"107",107,NA,-0.00353891425070149,NA
"108",108,0.97067883061884,0.228628831839635,4.24565363348265
"109",109,NA,0.10994130654242,NA
"110",110,NA,0.458667361901921,NA
"111",111,-0.29932451773038,0.1687198563296,-1.77409182441241
"112",112,0.873927633750868,3.7792484363594,0.231243764062448
"113",113,-0.880362058123781,2.12394880008746,-0.414493069742327
"114",114,0.389505650844981,0.85471738698035,0.455712796742177
"115",115,0.719820071775388,1.35452991100801,0.531416889302737
"116",116,-0.45947970163986,2.01426505351706,-0.228112829956303
"117",117,0.355166536414395,0.715277616045024,0.496543619494502
"118",118,0.633601588617815,0.318107709248858,1.99178319228392
"119",119,1.14798917635815,1.23047052690506,0.932967634133937
"120",120,NA,1.77694288645518,NA
"121",121,1.90149996971589,0.280821815161303,6.77119748913978
"122",122,0.360139680912072,0.382947993533835,0.9404401824611
"123",123,NA,1.96868420339298,NA
"124",124,NA,0.244904988399157,NA
"125",125,0.353547262037943,2.10988143612852,0.16756735993975
"126",126,0.444007005247186,0.547525640129183,0.81093372201241
"127",127,NA,1.59060301226878,NA
"128",128,NA,1.51709322639321,NA
"129",129,-0.452535516040843,0.469513307588552,-0.963839594590177
"130",130,0.211968529862917,0.923607060221538,0.229500768229375
"131",131,NA,0.345957273085101,NA
"132",132,NA,1.60953693634727,NA
"133",133,0.348298356239183,0.085768836678714,4.06089635497672
"134",134,2.01766388007827,0.420714213582909,4.79580630969257
"135",135,NA,1.94874122924381,NA
"136",136,2.56529161913827,0.307763014438007,8.33528233996095
"137",137,3.71024881838378,0.550289049914732,6.74236352505776
"138",138,NA,0.492800158977772,NA
